conceptUri,skillType,reuseLevel,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,definition,inScheme,description
http://data.europa.eu/esco/skill/3529d640-5d49-45fe-8ede-491e9c8e0447,skill/competence,cross-sector,maintain laboratory equipment,"maintain laboratory gear
maintain laboratory devices
maintain lab equipment",,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Clean laboratory glassware and other equipment after use and it for damage or corrosion in order to ensure its proper functioning.
http://data.europa.eu/esco/skill/35f1dcdc-577f-46c6-96d9-6c7a64501de9,knowledge,sector-specific,laboratory equipment,"laboratory devices
laboratory gear
lab equipment",,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",The tools and equipment used by scientists and other scientific professionals in a laboratory.
http://data.europa.eu/esco/skill/360e1c45-d335-4a19-b717-e1932927a72b,skill/competence,sector-specific,handle delivery of raw materials,"manage delivery of raw materials
manage the delivery of a raw material
manage delivery of a raw material
supervise delivery of raw materials
regulate delivery of raw materials
maintain delivery of raw materials
oversee delivery of raw materials
manage the delivery of raw materials",,released,2020-06-15T08:45:19.849Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Receive raw materials from the suppliers. Check their quality and accuracy and move them into the warehouse. Make sure that raw materials are adequately stored until they are required by the production department.
http://data.europa.eu/esco/skill/36e9c099-614e-44f1-ab0a-5e6fda4a0763,skill/competence,cross-sector,undertake inspections,"assess and report on safety
perform safety inspections
identify and analyse safety hazards
perform inspections
conduct safety inspections
inspect safety
identify and report on potential safety hazards
conduct inspections
undertake safety inspections
identify safety hazards
perform safety inspection activities",,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Undertake safety inspections in areas of concern to identify and report potential hazards or security breaches; take measures to maximise safety standards.
http://data.europa.eu/esco/skill/36ff57b0-637d-4a83-a0e8-d14f86f9f078,skill/competence,cross-sector,analyse scientific data,"analyse science data
analysing scientific data
analyze scientific data
examine scientific data
study scientific data
scrutinize
review scientific data
survey scientific data",,released,2017-02-10T12:58:09Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Collect and analyse scientific data resulting from research. Interpret these data according to certain standards and viewpoints in order to comment on it.
http://data.europa.eu/esco/skill/37838e04-ac5f-43a5-82d0-35f42351fd60,skill/competence,cross-sector,advise on safety improvements,"provide recommendations to improve safety
make recommendations for safety improvements
provide advice on safety improvements
consider and develop recommendations to improve safety
improve safety by providing advice and recommendations
advise on health and safety improvements
recommend safety improvements
develop safety recommendations",,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Provide relevant recommendations following the conclusion of an investigation; ensure that recommendations are duly considered and where appropriate acted upon.
http://data.europa.eu/esco/skill/3786b61f-f22e-48d1-af8d-ad4c354534db,knowledge,cross-sector,manufacturing processes,"a manufacturing process
manufacturing measures
manufacturing process
manufacturing procedures
process of manufacturing
manufacturing system
manufacturing mechanisms",,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","The steps required through which a material is transformed into a product, its development and full-scale manufacturing."
http://data.europa.eu/esco/skill/37ab8cef-8abf-43be-a71f-1e45aef610b8,skill/competence,cross-sector,monitor work site,"ensure health and safety of work environment
conduct work environment health and safety monitoring
oversee work environment
supervise work environment
undertake health and safety monitoring for work sites
conduct work site health and safety monitoring
carry out health and safety monitoring for work environments
oversee work site
monitor work environment
supervise work site
ensure health and safety of work site",,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Regularly ensure that working conditions on site meet health and safety requirements; ensure that the proposed work will not pose a threat to the physical integrity of others.
http://data.europa.eu/esco/skill/37fd96cf-404a-4fa3-a443-2b5d6858c010,knowledge,cross-sector,animal nutrition,"range of animal nutrition
kinds of animal food
types of animal food
range of animal food
typology of animal food
types of animal nutrition
typology of animal nutrition
kinds of animal nutrition",,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Aspects of how different animal species are fed and provided water. Different types of animal food, the quality criteria for animal food and methods to feed and give water to animals."
http://data.europa.eu/esco/skill/38788a64-6271-40ff-9e0b-5644c38322ff,knowledge,sector-specific,consultation methods,"consultation techniques
means of consultation
methods of consultation
techniques for consultation
methods for consultation",,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Techniques used to facilitate clear and open communication and the provision of advice between individuals, communities or the government, such as discussion groups or one-on-one interviews."
http://data.europa.eu/esco/skill/398df1fc-cd77-4757-981d-367561ae48b7,skill/competence,occupation-specific,transfer animal embryos,"transfer animals' embryos
transfer animal embryo
transfer embryos of animals
implant an animal embryo
implant animal embryos",,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Implant embryos, under veterinary instruction, ensuring that the health status of both the embryo and the recipient is maintained at all times."
http://data.europa.eu/esco/skill/39f67488-cfd3-4370-8d7e-da98163102d9,skill/competence,cross-sector,evaluate research activities,"perform scholarly peer review
assess research results
assess research methodology",,released,2020-12-11T12:32:43.311Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/research","Review proposals, progress, impact and outcomes of peer researchers, including through open peer review."
http://data.europa.eu/esco/skill/3a08450a-7e60-449d-84cb-a39b3d8aaece,skill/competence,sector-specific,provide advice to hatcheries,"giving hatcheries advice
provide hatcheries with advice
give advice to hatcheries
providing advice to hatcheries
give hatcheries advice
advice giving to hatcheries
advice providing to hatcheries
giving advice to hatcheries",,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Provide recommendations for the installation and well functioning of hatcheries.
http://data.europa.eu/esco/skill/3ab0d7fc-a266-4609-bdab-85d09d5de10e,skill/competence,sector-specific,provide nutrition to animals,"conduct animal feeding activities
provide animal nourishment
feed and water animals
feed animals
provide water and food to animals
provide nourishment to animals
carry out animal feeding
provide animal nutrition
perform animal feeding activities
provide food and water to animals",,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Provide food and water to animals. This includes preparing food and water for animals and reporting any changes in the animal feeding or drinking habits.'.
http://data.europa.eu/esco/skill/3c6fe585-7d12-4315-b579-e30c042088ce,skill/competence,cross-sector,use computer-aided engineering systems,"use a computer-aided engineering system
utilise computer-aided engineering systems
use a CAE system
use CAE systems
work with CAE systems
employ CAE systems
operate computer-aided engineering systems
deal with CAE systems
apply computer-aided engineering systems",,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Use computer-aided engineering software to conduct stress analyses on engineering designs.
http://data.europa.eu/esco/skill/3c82bd87-15f3-4628-a0ff-db396139ca3e,skill/competence,sector-specific,interact safely with animals,"carefully interact with animals
ensure a safe interaction with animals
safely interact with animals
prevent injuries during interaction with animals
safely interact with an animal
ensure safe interaction with animals",,released,2023-05-04T09:10:41.567Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Ensure a safe and humane interaction with the animal avoiding factors that will negatively affect their behaviours. This includes the use of humane training aids/equipment, as well as explaining their use to owners/keepers, to ensure they are used appropriately and the welfare of the animal is protected."
http://data.europa.eu/esco/skill/3c9fc332-97e4-409a-8c32-e81fa552e882,knowledge,sector-specific,viticulture,"vine growing
vine production
principles of viticulture
techniques of vine production
viticulture principles
methods of vine production
methods of viticulture
principles of vine production
techniques of viticulture
vine production principles",,released,2025-04-03T09:25:58.555Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Understanding of vine growth and principles of viticulture.
http://data.europa.eu/esco/skill/3d998848-a077-4096-9fec-e93cca7c691d,knowledge,sector-specific,European firearms-control legislation,"European firearm-control legislation
European firearms-control laws
European gun-control rules
European firearms control legislation
EU firearms-control legislation",,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",The regulation regarding the acquisition and possession of weapons on a European Union level by means the Directive 91/477/EEC and the Directive 2008/51/EC.
http://data.europa.eu/esco/skill/3e0c6522-b38f-4e22-a5b8-2522a576b5b5,skill/competence,sector-specific,store wine,"store wines properly
store wine carefully
store wine appropriately
store a wine properly",,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Keep in reserve various types of wine according to standards, regulating temperature, heating and air conditioning of storage facilities."
http://data.europa.eu/esco/skill/3e25fd3e-2bcd-4320-9587-0aadf7fb93b1,skill/competence,sector-specific,advise on soil and water protection,"soil and water protection advising
give advice on soil and water protection
advising on soil protection
water protection advising
soil protection advising
advising on soil and water protection
giving advice on soil and water protection
advising on water protection
soil and water protection advice giving",,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills",Advise on methods to protect soil and water sources against pollution such as nitrate leaching which is responsible for soil erosion.
http://data.europa.eu/esco/skill/3fcc2323-b90f-4eeb-9640-0f8742034117,skill/competence,occupation-specific,examine animals,"animals examining for injury
examining animals
animal examining
animal assessing
assess animals
animal assessing for injury
animal examining for injury
animals examining
assessing animals for injury
assess animals for injury
animals assessing
assessing animals
examining animals for injury
examine animals for injury
animals assessing for injury",,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Examine animals in case thay are injured, sick, or having a disease. Check up on physical characteristics, such as rate of weight gain."
http://data.europa.eu/esco/skill/4021ae85-8f3d-44e8-ac64-eeebac97f3ce,knowledge,sector-specific,understand game species,"habitat of game species
biology of game species
knowledge of habitat of game species
knowledge of ecology of game species
ecology of game species
knowledge of biology of game species",,released,2025-07-25T11:15:00.857Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Understand biology and ecology of relevant game species including game birds, deer, and fisheries."
http://data.europa.eu/esco/skill/4134622c-c3fb-4a41-beb6-6d58ba5107db,skill/competence,cross-sector,demonstrate disciplinary expertise,"exhibit academic proficiency
demonstrate complex understanding of a research area
demonstrate deep knowledge of a research area
demonstrate deep knowledge of a specific research area
demonstrate complex understanding of a specific research area",,released,2024-02-23T16:39:48.713Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/research","Demonstrate deep knowledge and complex understanding of a specific research area, including responsible research, research ethics and scientific integrity principles, privacy and GDPR requirements, related to research activities within a specific discipline."
http://data.europa.eu/esco/skill/415abd43-e8e5-4643-b5da-5f11307af57a,skill/competence,cross-sector,use different communication channels,"using different communication channels
operate specific communication channels
handle specific communication channels
utilise specific communication channels
apply specific communication channels
use of different communication channels",,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Make use of various types of communication channels such as verbal, handwritten, digital and telephonic communication with the purpose of constructing and sharing ideas or information."
http://data.europa.eu/esco/skill/4295ade3-2c2a-455a-a71a-3cbcebd460ed,skill/competence,sector-specific,operate pasteurisation processes,"reform pasteurisation processes
operate pasteurization processes
operate a pasteurisation process
undertake pasteurisation processes
conduct pasteurisation processes
operating pasteurisation processes",,released,2021-12-10T11:06:38.21Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Follow and apply procedures to pasteurise food and beverages. Recognise the properties of the products to be pasteurised and adapt procedures accordingly.
http://data.europa.eu/esco/skill/42b23922-1c40-4dbe-9e0c-7a568dfdf06b,skill/competence,cross-sector,adjust engineering designs,"adjust manufacturing designs
adjust building designs
adjust construction designs
adjust desings for engineering
adjust engineering schemes
adjust engineering models",,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Adjust designs of products or parts of products so that they meet requirements.
http://data.europa.eu/esco/skill/4339176e-3acd-4f7f-a5d9-445bee3d23f2,knowledge,cross-sector,mathematics,"numeracy
quantitative data
solid modeling
mathematical subjects
field of mathematics
study of mathematics
maths
calculation",,released,2025-02-27T12:45:08.961Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Mathematics is the study of topics such as quantity, structure, space, and change. It involves the identification of patterns and formulating new conjectures based on them. Mathematicians strive to prove the truth or falsity of these conjectures. There are many fields of mathematics, some of which are widely used for practical applications."
http://data.europa.eu/esco/skill/435d1751-8667-41ec-8b32-865b7cd3c684,skill/competence,cross-sector,manage production enterprise,"production enterprise managing
organising production
production organising
production enterprises managing
organise production
managing production enterprises
managing production enterprise",,released,2024-02-09T17:29:09.851Z,"It may include providing supervision, training and motivation for the staff, interns and volunteers.",,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Organise and instruct staff, plan production strategies and programmes including sales. Carry out input purchase orders, materials, equipment and manage stocks etc. Awareness of demands of the businesses customers and adjustments accordingly to plans and strategies. Estimate resources and control budget of enterprise applying business economics, production development and project management principles."
http://data.europa.eu/esco/skill/43b13058-68d0-40c6-8031-caf5a7b7d20c,skill/competence,cross-sector,keep task records,"maintain task records
task records maintaining
task record maintaining
maintaining task records
task records keeping
keeping task records
task record keeping",,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Organise and classify records of prepared reports and correspondence related to the performed work and progress records of tasks.
http://data.europa.eu/esco/skill/44297bbb-306a-46fa-ab1b-fa3fb327ebda,knowledge,cross-sector,mechanical tools,"types of machines
range of mechanical tools
types of mechanical tools
typology of machines
functions of types of mechanical tools
functions of types of machines
range of machines
typology of mechanical tools",,released,2023-02-22T20:12:41.934Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Various type of machines and tools, including their designs, uses, repair, and maintenance."
http://data.europa.eu/esco/skill/44672641-e4b9-4a93-b64f-d8700149d772,knowledge,sector-specific,wild game meat food safety requirements,"regulations in wild game meat food safety
legislation in wild game meat food safety
procedures in wild game meat food safety",,released,2023-04-06T15:36:52.953Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",The food safety management procedures and national requirements for wild game meat.
http://data.europa.eu/esco/skill/44e5dcba-0731-493b-848f-a7d2a256ba8e,skill/competence,occupation-specific,supervise horticultural crews,"horticultural crews supervising
organising horticultural crews
horticultural crew supervising
horticultural crew organising
horticultural crews organising
organise horticultural crews
supervising horticultural crews",,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Supervise the horticultural crews by planning, assigning and evaluating their daily activities."
http://data.europa.eu/esco/skill/48c34089-d74a-4e52-b783-aea877f2fea1,knowledge,occupation-specific,training equipment for riding,"types of training equipment for riding
range of training equipment for riding
range of equipment used in rider training
equipment used in rider training
types of equipment used in rider training
kinds of equipment used in rider training
kinds of training equipment for riding
typology of training equipment for riding
typology of equipment used in rider training",,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Training equipment used in different riding styles such as saddles, bits/curb straps, neck sweats, athletic boots, etc."
http://data.europa.eu/esco/skill/48f480aa-c9a8-4552-b1c5-e94330912257,knowledge,cross-sector,road traffic laws,"road traffic rules
road traffic legal codes
rules of the road
legal standards for road traffic
road traffic legislation
legislation governing travel on roads
regulations for road traffic
traffic laws
legislation governing road traffic",,released,2023-02-21T10:06:06.673Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","The rule governing the circulation of vehicles, such as national traffic codes and the rules of the road."
http://data.europa.eu/esco/skill/49071d69-cd74-42ed-8f54-8d66a0623950,skill/competence,sector-specific,perform detailed food processing operations,"perform a detailed food processing operation
perform detailed food processing operation
implement detailed food processing operations
execute detailed food processing operations
complete detailed food processing operations
undertake detailed food processing operations",,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Perform precise food processing operations with great attention and detail to all steps in the creation of a qualitative product.
http://data.europa.eu/esco/skill/49212efd-acf0-4257-a011-e07c9e369ecf,knowledge,cross-sector,animal welfare legislation,"legislation on animal welfare
legislation when working with animals
animal welfare laws
animal health and welfare legislation",,released,2024-02-09T17:29:15.968Z,"National and EU legislation relevant to occupation, regulatory body and codes of conduct. This may include <a resource=""http://data.europa.eu/esco/skill/4e6cfb60-9579-4822-8a5e-424bc0c8835c"" typeOf=""http://data.europa.eu/esco/model#Skill"" href=""http://data.europa.eu/esco/skill/4e6cfb60-9579-4822-8a5e-424bc0c8835c""><span property=""http://www.w3.org/2000/01/rdf-schema#label"" xml:lang=""en"">animal welfare</span></a>. , health and safety, risk assessment requirements and codes of conduct, especially in the areas of animal welfare, health and public health, food and environmental safety in relation with clients.",,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","The legal boundaries, codes of professional conduct, national and EU regulatory frameworks and legal procedures of working with animals and living organisms, ensuring their welfare and health."
http://data.europa.eu/esco/skill/4938b245-1312-4e8f-adc9-a3ae031e4d70,skill/competence,sector-specific,make decisions regarding plant propagation,"make plant propagation decisions
resolving plant propagation issues
decision making regarding plant propagation
making plant propagation decisions
resolve issues in plant propagation
plant propagation issues resolving
making decisions regarding plant propagation
resolve plant propagation issues",,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Decide on issues regarding business management and further advice for the cultivation of crops and plants.
http://data.europa.eu/esco/skill/496932f1-0b6b-4f73-9432-d95c7ddcd43b,skill/competence,cross-sector,recruit employees,"hire new personnel
hiring new personnel
recruit staff
employ new personnel
manage recruitment of employees",,released,2024-01-16T13:56:51.003Z,It may include recruiting volunteers.,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Hire new employees by scoping the job role, advertising, performing interviews and selecting staff in line with company policy and legislation."
http://data.europa.eu/esco/skill/499c05a2-6f36-4407-83c1-dc3448d35818,skill/competence,sector-specific,ensure public safety and security,"public security and safety processes
strategies and procedures to protect public security
maintain public safety and security
maintain public security and safety
ensure public health and safety
ensure safety and security of the public
procedures and strategies to protect public security
public safety and security processes
ensure health and safety of the public",,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Implement the relevant procedures, strategies and use the proper equipment to promote local or national security activities for the protection of data, people, institutions, and property."
http://data.europa.eu/esco/skill/4ab4aca0-96dd-42bb-bf01-c3e0647fa852,skill/competence,occupation-specific,advise on grape quality improvement,"give advice on grape quality improvement
grape quality improvement advising
give advice on improvement of grape quality
giving advice on grape quality improvement
giving advice on improvement of grape quality
advising on improvement of grape quality
advising on grape quality improvement
advise on improvement of grape quality",,released,2024-02-09T17:29:13.7Z,Advise on methods and procedures to improve the qualiy of grapes.,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Advise on methods and procedures to improve the quality of grapes.
http://data.europa.eu/esco/skill/4b38ae9d-28a3-467f-a8bb-88ac4696d8cf,knowledge,sector-specific,equine dental diseases,"typology of equine dental diseases
typology of equine dental treatments
dental treatments in equines
types of equine dental diseases
range of equine dental treatments
types of equine dental treatments
range of equine dental diseases
dental diseases in equines",,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Prevention, diagnosis and treatment of dental diseases for horses."
http://data.europa.eu/esco/skill/4bbb309f-9162-49b9-93da-fb2c371e5c5f,skill/competence,cross-sector,collect samples for analysis,"collecting samples for analysis
compile samples for analysis
organise samples for analysis
undertake samples for analysis
assemble samples for analysis
collect a sample for analysis",,released,2024-02-09T17:29:15.968Z,Follow the procedures required for the collection of materials and products for laboratory analysis.,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Collect samples of materials or products for laboratory analysis.
http://data.europa.eu/esco/skill/4bd422bb-6ea3-4161-a908-53c0f5a1bb00,knowledge,sector-specific,animal production science,"knowledge of animal nutrition
fundamentals of animal production
science of animal production
animal production sciences
knowledge of animal production
knowledge of animal husbandry",,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Animal nutrition, agronomy, rural economics, animal husbandry, hygiene and bio-security, ethology, protection and herd health management."
http://data.europa.eu/esco/skill/4c4235a9-a1fb-403f-a173-37d9297c218c,skill/competence,sector-specific,recycle livestock manure,"manage the recycling process of horse manure
recycle horse manure
recycle organic fertilisers
manage the recycling of horse manure
manage the recycling process of livestock manure",,released,2024-02-23T16:28:19.095Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills",Apply livestock manure management techniques at appropriate application windows to recycle livestock manure as organic nutrients for soil and lower the impact on the environment.
http://data.europa.eu/esco/skill/4c6c52d6-f791-4202-b45a-96512ca5222e,skill/competence,occupation-specific,move animals,"move herd of animals
move the herd
herd animals
transfering animals
animal herding
moving animals
move grazing animals
transfering grazing animals
move a herd of animals
lead animals
animal transfering
moving grazing animals
transfer animals
herd moving
transfer grazing animals
animal moving",,released,2025-02-27T12:45:08.961Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Move grazing animals between pastures to ensure that they have enough fresh grass to eat. Manage their journey and accommodation needs.
http://data.europa.eu/esco/skill/4c92e214-7749-46ee-a35d-d1c57dc4656c,skill/competence,occupation-specific,handle frozen semen,"thaw the straws of frozen semen
identify and handle frozen semen",,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Correctly identify, carefully handle and thaw the straws of frozen semen that have been kept in liquid nitrogen storage."
http://data.europa.eu/esco/skill/4ca83b9d-afa0-49f8-b7af-e4e6a42ad299,knowledge,sector-specific,crop production principles,"range of agricultural plant production principles
range of crop production principles
scope of crop production principles
principles in crop production
agricultural plant production principles
principles in agricultural plant production
scope of agricultural plant production principles",,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills","Principles in growing crops, the natural cycle, nursing of nature, growth conditions and principles of organic and sustainable production. Quality criterias and requirements of seeds, plants and crop."
http://data.europa.eu/esco/skill/4d39b27a-b34f-4c89-8d46-df844d42f728,skill/competence,cross-sector,increase the impact of science on policy and society,"influence decision making based on scientific evidence
enhance the impact of science influence on policy and society
boost the contribution of science to shaping policies and society
enhance the influence of science on governance and communities","knowledge management for policy impact
report facts",released,2024-02-29T16:33:21.333Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/research",Influence evidence-informed policy and decision making by providing scientific input to and maintaining professional relationships with policymakers and other stakeholders.
http://data.europa.eu/esco/skill/4e6cfb60-9579-4822-8a5e-424bc0c8835c,knowledge,cross-sector,animal welfare,"animal welfare needs
animal's welfare needs
knowledge of animal welfare",,released,2025-07-25T11:15:00.857Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Universally recognized animal welfare needs as applied to species, situation and occupation. These are: need for a suitable environment need for a suitable diet need to be able to exhibit normal behaviour patterns need to be housed with, or apart, from other animals need to be protected from pain, suffering, injury and disease."
http://data.europa.eu/esco/skill/4f21fbb3-5b34-42b3-a6aa-46c24f1a2a83,skill/competence,sector-specific,monitor tree health,"monitoring health of tree
check health of trees
checking health of tree
checking tree health
check tree health
monitor health of trees
tree health monitoring
monitoring tree health
tree health checking",,released,2025-07-25T11:15:00.857Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Monitor trees for pests and diseases, aiming to improve their health."
http://data.europa.eu/esco/skill/4f5c1208-62fd-4e5a-a51e-306c06947e11,skill/competence,cross-sector,manage findable accessible interoperable and reusable data,"ensure data availability
ensure data reusability
support data reuse in research
ensure corrected data storing",,released,2022-07-05T14:37:59.932Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/research,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Produce, describe, store, preserve and (re) use scientific data based on FAIR (Findable, Accessible, Interoperable, and Reusable) principles, making data as open as possible, and as closed as necessary."
http://data.europa.eu/esco/skill/4f6b656a-54d0-48ce-9b55-ebcac5904a14,skill/competence,sector-specific,handle geospatial technologies,"use global positioning systems
use geographical information systems
use GIS
geospatial technologies handling
handle geo-spatial technologies
use RS
handling geo-spatial technologies
use GPS
use remote sensing
geo-spatial technologies handling
handling geospatial technologies",,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Can use Geospatial Technologies which involve GPS (global positioning systems), GIS (geographical information systems), and RS (remote sensing) in the daily work."
http://data.europa.eu/esco/skill/4fabca9a-7435-4f33-b1da-3cdb00340fdc,skill/competence,cross-sector,perform scientific research,"performing scientific research
carry out scientific research
conduct scientific research
engage in scientific research",,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/research","Gain, correct or improve knowledge about phenomena by using scientific methods and techniques, based on empirical or measurable observations."
http://data.europa.eu/esco/skill/4fbfdcdb-85a2-420e-98ae-17092d4acc49,skill/competence,sector-specific,prevent crop disorders,"crop disorder treating
preventing crop disorders
treating crop disorders
treat crop disorders
crop disorders preventing
crop disorder preventing
crop disorders treating",,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Advise on how to prevent and limit particular crop disorders with the appropriate methods. Select corrective treatments.
